Passengers,Fare,Itinerary,Subs Itinerary 1,Subs Itinerary 2,Subs Itinerary 3
1,135.0,"(196,)",,,
2,135.0,"(197,)",,,
5,135.0,"(201,)",,,
6,135.0,"(215,)",,,
5,135.0,"(160,)",,,
1,135.0,"(167,)",,,
2,135.0,"(210,)",,,
1,135.0,"(211,)",,,
18,135.0,"(222,)",,,
2,135.0,"(249,)",,,
6,135.0,"(237,)",,,
8,135.0,"(226,)",,,
5,135.0,"(257,)",,,
3,135.0,"(207,)",,,
7,135.0,"(245,)",,,
2,135.0,"(247,)",,,
8,135.0,"(220,)",,,
7,135.0,"(742,)",,,
2,135.0,"(60,)",,,
1,135.0,"(80,)",,,
2,135.0,"(83,)",,,
5,135.0,"(96,)",,,
4,135.0,"(91,)",,,
5,135.0,"(101,)",,,
5,135.0,"(81,)",,,
3,135.0,"(62,)",,,
9,135.0,"(624,)",,,
1,135.0,"(629,)",,,
8,135.0,"(632,)",,,
6,135.0,"(634,)",,,
6,135.0,"(625,)",,,
10,135.0,"(69,)",,,
4,135.0,"(76,)",,,
1,135.0,"(407,)",,,
4,135.0,"(420,)",,,
8,135.0,"(415,)",,,
1,135.0,"(122,)",,,
1,135.0,"(126,)","(127,)",,
6,135.0,"(118,)",,,
5,135.0,"(331,)",,,
3,135.0,"(538,)",,,
5,135.0,"(542,)",,,
4,135.0,"(584,)",,,
1,135.0,"(553,)",,,
5,135.0,"(559,)",,,
14,135.0,"(552,)",,,
4,135.0,"(585,)",,,
6,135.0,"(560,)",,,
8,135.0,"(604,)",,,
3,135.0,"(612,)",,,
14,135.0,"(609,)",,,
9,135.0,"(597,)",,,
11,135.0,"(610,)",,,
3,135.0,"(605,)",,,
7,135.0,"(601,)",,,
4,135.0,"(623,)",,,
1,135.0,"(521,)",,,
8,135.0,"(139,)",,,
25,135.0,"(509,)",,,
8,135.0,"(516,)",,,
5,135.0,"(519,)",,,
7,135.0,"(362,)",,,
2,135.0,"(341,)",,,
4,135.0,"(386,)",,,
4,135.0,"(367,)",,,
6,135.0,"(370,)",,,
3,135.0,"(369,)",,,
2,135.0,"(361,)",,,
2,135.0,"(375,)",,,
3,135.0,"(343,)",,,
2,135.0,"(347,)",,,
10,135.0,"(382,)",,,
3,135.0,"(381,)",,,
1,135.0,"(389,)",,,
1,135.0,"(350,)",,,
2,135.0,"(306,)",,,
4,135.0,"(762,)",,,
7,135.0,"(763,)",,,
2,135.0,"(314,)",,,
5,135.0,"(524,)",,,
4,135.0,"(523,)",,,
1,135.0,"(316,)",,,
4,135.0,"(318,)",,,
1,135.0,"(531,)",,,
1,135.0,"(530,)",,,
5,135.0,"(526,)",,,
13,135.0,"(662,)",,,
4,135.0,"(654,)",,,
1,269.0,"(12,)",,,
1,269.0,"(4,)",,,
2,269.0,"(691,)","(692,)",,
7,269.0,"(704,)",,,
1,269.0,"(696,)",,,
1,269.0,"(700,)",,,
12,269.0,"(719,)",,,
2,269.0,"(265,)",,,
1,269.0,"(361,)",,,
1,269.0,"(389,)",,,
1,269.0,"(306,)",,,
1,378.0,"(61,)",,,
1,152.0,"(736,)",,,
2,152.0,"(540,)",,,
1,152.0,"(744,)",,,
1,152.0,"(759,)",,,
2,152.0,"(754,)",,,
3,152.0,"(664,)",,,
1,152.0,"(683,)",,,
7,152.0,"(673,)","(674,)",,
1,152.0,"(423,)",,,
1,152.0,"(471,)",,,
2,152.0,"(452,)",,,
1,152.0,"(481,)",,,
1,152.0,"(447,)","(448,)",,
1,152.0,"(444,)",,,
2,152.0,"(425,)",,,
1,152.0,"(437,)",,,
1,152.0,"(442,)",,,
3,152.0,"(476,)",,,
3,152.0,"(500,)",,,
1,152.0,"(482,)",,,
3,152.0,"(652,)","(653,)",,
1,152.0,"(46,)",,,
1,152.0,"(41,)",,,
1,152.0,"(47,)",,,
8,152.0,"(712,)",,,
7,152.0,"(705,)",,,
6,152.0,"(699,)",,,
3,152.0,"(701,)",,,
39,152.0,"(727,)",,,
2,152.0,"(284,)",,,
1,152.0,"(276,)",,,
1,152.0,"(290,)",,,
1,152.0,"(265,)",,,
5,152.0,"(288,)",,,
1,152.0,"(242,)",,,
2,152.0,"(199,)",,,
1,152.0,"(180,)",,,
2,152.0,"(196,)",,,
3,152.0,"(215,)",,,
4,152.0,"(164,)",,,
4,152.0,"(248,)",,,
3,152.0,"(92,)",,,
3,152.0,"(102,)",,,
3,152.0,"(61,)",,,
2,152.0,"(638,)",,,
1,152.0,"(71,)",,,
1,152.0,"(324,)",,,
1,152.0,"(535,)",,,
2,152.0,"(538,)",,,
1,152.0,"(544,)",,,
3,152.0,"(570,)",,,
1,152.0,"(586,)",,,
2,152.0,"(560,)",,,
40,152.0,"(591,)",,,
3,152.0,"(610,)",,,
1,152.0,"(115,)",,,
1,152.0,"(340,)",,,
4,152.0,"(384,)",,,
3,152.0,"(370,)",,,
2,152.0,"(376,)","(385, 681)",,
7,152.0,"(343,)",,,
3,152.0,"(381,)",,,
2,152.0,"(391,)",,,
1,152.0,"(295,)",,,
1,152.0,"(762,)",,,
1,152.0,"(318,)",,,
4,152.0,"(528,)",,,
2,152.0,"(656,)",,,
1,405.0,"(313,)",,,
3,164.0,"(755,)",,,
1,164.0,"(743,)",,,
3,164.0,"(684,)",,,
1,164.0,"(465,)",,,
1,164.0,"(457,)",,,
4,164.0,"(19,)",,,
1,164.0,"(46,)",,,
2,164.0,"(40,)",,,
2,164.0,"(49,)",,,
3,164.0,"(699,)",,,
1,164.0,"(270,)",,,
1,164.0,"(278,)",,,
2,164.0,"(277,)",,,
3,164.0,"(293,)",,,
2,164.0,"(232,)",,,
2,164.0,"(163,)",,,
2,164.0,"(220,)",,,
4,164.0,"(401,)",,,
2,164.0,"(418,)",,,
7,164.0,"(417,)",,,
2,164.0,"(320,)",,,
1,164.0,"(544,)",,,
1,164.0,"(594,)",,,
3,164.0,"(599,)",,,
1,164.0,"(363,)",,,
3,164.0,"(343,)",,,
1,164.0,"(762,)",,,
3,164.0,"(315,)",,,
1,522.0,"(726,)",,,
1,522.0,"(592,)",,,
4,165.0,"(743,)",,,
3,165.0,"(665,)",,,
1,165.0,"(472,)",,,
1,165.0,"(480,)",,,
11,165.0,"(457,)",,,
4,165.0,"(493,)",,,
1,165.0,"(313,)",,,
1,165.0,"(36,)",,,
2,165.0,"(12,)",,,
1,165.0,"(3,)",,,
1,165.0,"(717,)","(716,)",,
3,165.0,"(67,)",,,
2,165.0,"(272,)",,,
1,165.0,"(286,)",,,
2,165.0,"(276,)",,,
1,165.0,"(261,)",,,
2,165.0,"(279,)",,,
3,165.0,"(277,)",,,
2,165.0,"(265,)",,,
1,165.0,"(263,)","(262,)",,
1,165.0,"(169,)",,,
2,165.0,"(213,)",,,
1,165.0,"(235,)",,,
2,165.0,"(191,)",,,
1,165.0,"(160,)",,,
1,165.0,"(81,)",,,
1,165.0,"(625,)",,,
1,165.0,"(78,)",,,
4,165.0,"(417,)",,,
1,165.0,"(127,)","(126,)",,
2,165.0,"(321,)",,,
1,165.0,"(537,)",,,
1,165.0,"(555,)",,,
1,165.0,"(559,)",,,
1,165.0,"(560,)",,,
2,165.0,"(609,)",,,
7,165.0,"(117,)",,,
2,165.0,"(112,)",,,
1,165.0,"(341,)",,,
2,165.0,"(385,)",,,
1,165.0,"(367,)",,,
4,165.0,"(374,)",,,
3,165.0,"(369,)",,,
5,165.0,"(361,)",,,
2,165.0,"(379,)",,,
5,165.0,"(343,)",,,
2,165.0,"(346,)",,,
2,165.0,"(382,)",,,
1,165.0,"(381,)",,,
2,165.0,"(389,)",,,
1,165.0,"(763,)",,,
1,165.0,"(318,)",,,
8,167.0,"(736,)",,,
1,167.0,"(735,)",,,
3,167.0,"(540,)",,,
3,167.0,"(756,)",,,
8,167.0,"(755,)",,,
8,167.0,"(749,)",,,
4,167.0,"(759,)",,,
2,167.0,"(757,)",,,
10,167.0,"(754,)",,,
6,167.0,"(665,)",,,
8,167.0,"(679,)",,,
1,167.0,"(686,)",,,
7,167.0,"(676,)",,,
1,167.0,"(666,)",,,
2,167.0,"(423,)",,,
12,167.0,"(462,)",,,
6,167.0,"(467,)",,,
10,167.0,"(451,)",,,
6,167.0,"(465,)",,,
2,167.0,"(425,)",,,
1,167.0,"(427,)",,,
3,167.0,"(430,)",,,
2,167.0,"(431,)",,,
3,167.0,"(439,)",,,
2,167.0,"(442,)",,,
1,167.0,"(446,)",,,
11,167.0,"(475,)",,,
4,167.0,"(457,)",,,
1,167.0,"(501,)","(502,)",,
2,167.0,"(741,)",,,
4,167.0,"(739,)",,,
6,167.0,"(650,)",,,
1,167.0,"(313,)",,,
17,167.0,"(16,)",,,
5,167.0,"(45,)",,,
1,167.0,"(29,)",,,
5,167.0,"(43,)",,,
21,167.0,"(5,)",,,
3,167.0,"(40,)",,,
2,167.0,"(12,)",,,
1,167.0,"(49,)",,,
5,167.0,"(32,)",,,
10,167.0,"(3,)",,,
6,167.0,"(695,)","(694,)",,
4,167.0,"(702,)",,,
2,167.0,"(700,)",,,
5,167.0,"(53,)","(52,)","(54,)","(55,)"
2,167.0,"(520,)",,,
13,167.0,"(270,)",,,
5,167.0,"(284,)",,,
5,167.0,"(274,)",,,
7,167.0,"(276,)",,,
6,167.0,"(260,)",,,
13,167.0,"(278,)",,,
2,167.0,"(277,)",,,
3,167.0,"(281,)",,,
6,167.0,"(291,)",,,
2,167.0,"(265,)",,,
3,167.0,"(289,)",,,
11,167.0,"(262,)","(263,)",,
3,167.0,"(158,)",,,
6,167.0,"(218,)",,,
3,167.0,"(238,)",,,
7,167.0,"(199,)",,,
2,167.0,"(168,)",,,
11,167.0,"(212,)",,,
9,167.0,"(234,)",,,
13,167.0,"(176,)",,,
12,167.0,"(196,)",,,
7,167.0,"(197,)",,,
5,167.0,"(201,)",,,
6,167.0,"(215,)",,,
1,167.0,"(164,)",,,
1,167.0,"(167,)",,,
2,167.0,"(210,)",,,
4,167.0,"(211,)",,,
8,167.0,"(222,)",,,
8,167.0,"(252,)",,,
10,167.0,"(236,)",,,
9,167.0,"(228,)",,,
17,167.0,"(254,)",,,
3,167.0,"(204,)",,,
3,167.0,"(244,)",,,
3,167.0,"(248,)",,,
3,167.0,"(220,)",,,
6,167.0,"(742,)",,,
3,167.0,"(738,)",,,
4,167.0,"(60,)",,,
3,167.0,"(87,)",,,
2,167.0,"(82,)",,,
2,167.0,"(93,)",,,
5,167.0,"(92,)",,,
6,167.0,"(104,)",,,
1,167.0,"(85,)",,,
3,167.0,"(81,)",,,
5,167.0,"(624,)",,,
4,167.0,"(633,)",,,
1,167.0,"(634,)",,,
12,167.0,"(625,)",,,
3,167.0,"(72,)",,,
10,167.0,"(407,)",,,
8,167.0,"(420,)",,,
14,167.0,"(413,)",,,
3,167.0,"(421,)",,,
2,167.0,"(122,)",,,
7,167.0,"(332,)",,,
11,167.0,"(322,)",,,
3,167.0,"(329,)",,,
6,167.0,"(320,)",,,
3,167.0,"(537,)",,,
1,167.0,"(538,)",,,
5,167.0,"(544,)",,,
1,167.0,"(573,)",,,
5,167.0,"(583,)",,,
6,167.0,"(553,)",,,
4,167.0,"(559,)",,,
9,167.0,"(552,)",,,
2,167.0,"(588,)",,,
1,167.0,"(560,)",,,
1,167.0,"(604,)",,,
3,167.0,"(609,)",,,
10,167.0,"(598,)",,,
1,167.0,"(610,)",,,
2,167.0,"(616,)",,,
15,167.0,"(602,)",,,
16,167.0,"(130,)",,,
3,167.0,"(505,)",,,
1,167.0,"(510,)",,,
5,167.0,"(515,)",,,
1,167.0,"(519,)",,,
1,167.0,"(341,)",,,
6,167.0,"(386,)",,,
13,167.0,"(365,)",,,
2,167.0,"(369,)",,,
5,167.0,"(361,)",,,
2,167.0,"(377,)","(386, 682)",,
1,167.0,"(343,)",,,
1,167.0,"(348,)",,,
12,167.0,"(382,)",,,
1,167.0,"(383,)",,,
5,167.0,"(381,)",,,
1,167.0,"(394,)",,,
5,167.0,"(380,)",,,
3,167.0,"(354,)",,,
4,167.0,"(734,)",,,
1,167.0,"(305,)",,,
8,167.0,"(309,)",,,
3,167.0,"(761,)",,,
1,167.0,"(524,)",,,
23,167.0,"(316,)",,,
10,167.0,"(318,)",,,
2,167.0,"(531,)",,,
4,167.0,"(526,)",,,
20,167.0,"(662,)",,,
16,167.0,"(657,)",,,
5,312.0,"(719,)",,,
3,168.0,"(736,)",,,
1,168.0,"(735,)",,,
1,168.0,"(743,)",,,
2,168.0,"(759,)",,,
2,168.0,"(681,)",,,
1,168.0,"(423,)",,,
1,168.0,"(468,)",,,
14,168.0,"(444,)",,,
2,168.0,"(465,)",,,
2,168.0,"(430,)",,,
1,168.0,"(432,)",,,
2,168.0,"(496,)",,,
1,168.0,"(494,)",,,
1,168.0,"(22,)",,,
5,168.0,"(34,)",,,
6,168.0,"(30,)",,,
2,168.0,"(694,)","(695,)",,
2,168.0,"(728,)",,,
8,168.0,"(705,)",,,
3,168.0,"(708,)",,,
2,168.0,"(696,)",,,
2,168.0,"(720,)",,,
4,168.0,"(733,)",,,
2,168.0,"(67,)",,,
1,168.0,"(268,)",,,
11,168.0,"(273,)",,,
3,168.0,"(278,)",,,
7,168.0,"(288,)",,,
1,168.0,"(289,)",,,
1,168.0,"(262,)","(263,)",,
2,168.0,"(238,)",,,
1,168.0,"(199,)",,,
2,168.0,"(195,)",,,
1,168.0,"(215,)",,,
6,168.0,"(223,)",,,
2,168.0,"(236,)",,,
4,168.0,"(91,)",,,
3,168.0,"(81,)",,,
2,168.0,"(418,)",,,
2,168.0,"(533,)",,,
1,168.0,"(570,)",,,
2,168.0,"(554,)",,,
1,168.0,"(556,)",,,
1,168.0,"(592,)",,,
1,168.0,"(610,)",,,
4,168.0,"(601,)",,,
9,168.0,"(507,)",,,
5,168.0,"(365,)",,,
4,168.0,"(374,)",,,
5,168.0,"(361,)",,,
2,168.0,"(376,)","(385, 681)",,
1,168.0,"(381,)",,,
2,168.0,"(351,)",,,
4,168.0,"(309,)",,,
9,168.0,"(524,)",,,
1,168.0,"(315,)",,,
1,168.0,"(531,)",,,
4,223.0,"(430,)",,,
4,223.0,"(705,)",,,
9,223.0,"(696,)",,,
2,223.0,"(719,)",,,
3,223.0,"(57,)",,,
1,223.0,"(276,)",,,
1,223.0,"(264,)",,,
1,223.0,"(200,)",,,
1,223.0,"(215,)",,,
3,223.0,"(637,)","(633, 592)",,
1,223.0,"(406,)",,,
2,223.0,"(593,)",,,
1,223.0,"(342,)",,,
1,223.0,"(361,)",,,
2,188.0,"(736,)",,,
6,188.0,"(735,)",,,
1,188.0,"(541,)",,,
1,188.0,"(755,)",,,
5,188.0,"(743,)",,,
8,188.0,"(745,)",,,
1,188.0,"(759,)",,,
1,188.0,"(754,)",,,
4,188.0,"(664,)",,,
1,188.0,"(679,)",,,
2,188.0,"(680,)",,,
2,188.0,"(678,)",,,
4,188.0,"(670,)",,,
3,188.0,"(472,)",,,
8,188.0,"(453,)",,,
1,188.0,"(480,)",,,
2,188.0,"(444,)",,,
2,188.0,"(465,)",,,
2,188.0,"(424,)",,,
5,188.0,"(427,)",,,
8,188.0,"(430,)",,,
5,188.0,"(441,)",,,
6,188.0,"(457,)",,,
1,188.0,"(503,)",,,
7,188.0,"(494,)",,,
2,188.0,"(740,)",,,
1,188.0,"(641,)",,,
1,188.0,"(652,)","(653,)",,
14,188.0,"(25,)",,,
3,188.0,"(46,)",,,
1,188.0,"(47,)",,,
3,188.0,"(32,)",,,
9,188.0,"(689,)",,,
13,188.0,"(728,)",,,
1,188.0,"(696,)",,,
4,188.0,"(700,)",,,
10,188.0,"(724,)",,,
1,188.0,"(731,)",,,
1,188.0,"(59,)",,,
2,188.0,"(520,)",,,
4,188.0,"(268,)",,,
15,188.0,"(286,)",,,
1,188.0,"(273,)",,,
9,188.0,"(276,)",,,
9,188.0,"(279,)",,,
4,188.0,"(277,)",,,
1,188.0,"(280,)",,,
3,188.0,"(292,)",,,
5,188.0,"(265,)",,,
1,188.0,"(289,)",,,
5,188.0,"(264,)",,,
5,188.0,"(158,)",,,
1,188.0,"(241,)",,,
13,188.0,"(200,)",,,
3,188.0,"(214,)",,,
5,188.0,"(231,)",,,
21,188.0,"(176,)",,,
11,188.0,"(196,)",,,
4,188.0,"(215,)",,,
7,188.0,"(165,)",,,
2,188.0,"(167,)",,,
7,188.0,"(222,)",,,
7,188.0,"(236,)",,,
5,188.0,"(226,)",,,
3,188.0,"(209,)",,,
3,188.0,"(247,)",,,
10,188.0,"(220,)",,,
2,188.0,"(742,)",,,
2,188.0,"(60,)",,,
1,188.0,"(94,)",,,
1,188.0,"(92,)",,,
3,188.0,"(103,)",,,
1,188.0,"(86,)",,,
2,188.0,"(62,)",,,
2,188.0,"(625,)",,,
18,188.0,"(395,)",,,
4,188.0,"(420,)",,,
17,188.0,"(415,)",,,
1,188.0,"(118,)",,,
5,188.0,"(333,)",,,
7,188.0,"(322,)",,,
4,188.0,"(329,)",,,
1,188.0,"(533,)",,,
3,188.0,"(538,)",,,
2,188.0,"(542,)",,,
4,188.0,"(570,)",,,
12,188.0,"(553,)",,,
2,188.0,"(559,)",,,
1,188.0,"(585,)",,,
2,188.0,"(596,)",,,
1,188.0,"(560,)",,,
3,188.0,"(594,)",,,
8,188.0,"(604,)",,,
1,188.0,"(612,)",,,
2,188.0,"(608,)",,,
3,188.0,"(609,)",,,
3,188.0,"(597,)",,,
12,188.0,"(610,)",,,
4,188.0,"(620,)",,,
5,188.0,"(602,)",,,
3,188.0,"(521,)",,,
21,188.0,"(147,)","(146,)",,
2,188.0,"(511,)",,,
4,188.0,"(518,)",,,
2,188.0,"(363,)",,,
3,188.0,"(342,)",,,
5,188.0,"(387,)",,,
5,188.0,"(368,)",,,
9,188.0,"(370,)",,,
8,188.0,"(361,)",,,
4,188.0,"(377,)","(386, 682)",,
2,188.0,"(343,)",,,
3,188.0,"(347,)",,,
1,188.0,"(382,)",,,
2,188.0,"(381,)",,,
2,188.0,"(391,)",,,
6,188.0,"(357,)",,,
3,188.0,"(304,)",,,
3,188.0,"(524,)",,,
1,188.0,"(523,)",,,
6,188.0,"(318,)",,,
3,188.0,"(527,)",,,
18,188.0,"(662,)",,,
17,188.0,"(655,)",,,
22,81.0,"(736,)",,,
7,81.0,"(737,)",,,
12,81.0,"(735,)",,,
3,81.0,"(540,)",,,
7,81.0,"(756,)",,,
9,81.0,"(755,)",,,
14,81.0,"(743,)",,,
28,81.0,"(747,)",,,
35,81.0,"(758,)",,,
5,81.0,"(757,)",,,
25,81.0,"(753,)",,,
10,81.0,"(665,)",,,
9,81.0,"(681,)",,,
7,81.0,"(688,)",,,
18,81.0,"(677,)",,,
3,81.0,"(666,)",,,
15,81.0,"(423,)",,,
25,81.0,"(458,)",,,
6,81.0,"(466,)",,,
12,81.0,"(456,)",,,
3,81.0,"(480,)",,,
3,81.0,"(481,)",,,
4,81.0,"(448,)","(447,)",,
4,81.0,"(443,)",,,
14,81.0,"(465,)",,,
58,81.0,"(426,)",,,
8,81.0,"(428,)",,,
2,81.0,"(430,)",,,
8,81.0,"(435,)",,,
24,81.0,"(438,)",,,
2,81.0,"(442,)",,,
3,81.0,"(446,)",,,
38,81.0,"(476,)",,,
10,81.0,"(457,)",,,
4,81.0,"(500,)",,,
3,81.0,"(739,)",,,
4,81.0,"(647,)",,,
17,81.0,"(645,)",,,
24,81.0,"(648,)",,,
4,81.0,"(313,)",,,
29,81.0,"(18,)",,,
6,81.0,"(34,)",,,
11,81.0,"(46,)",,,
11,81.0,"(28,)",,,
2,81.0,"(43,)",,,
2,81.0,"(5,)",,,
3,81.0,"(30,)",,,
4,81.0,"(1,)",,,
5,81.0,"(2,)",,,
20,81.0,"(41,)",,,
24,81.0,"(12,)",,,
6,81.0,"(48,)",,,
6,81.0,"(7,)",,,
8,81.0,"(32,)",,,
8,81.0,"(4,)",,,
11,81.0,"(701,)",,,
1,81.0,"(723,)",,,
1,81.0,"(732,)",,,
10,81.0,"(67,)",,,
36,81.0,"(55,)","(52,)","(53,)","(54,)"
18,81.0,"(268,)",,,
4,81.0,"(285,)",,,
4,81.0,"(273,)",,,
3,81.0,"(261,)",,,
1,81.0,"(278,)",,,
2,81.0,"(277,)",,,
7,81.0,"(280,)",,,
5,81.0,"(293,)",,,
16,81.0,"(265,)",,,
6,81.0,"(289,)",,,
6,81.0,"(262,)","(263,)",,
15,81.0,"(158,)",,,
26,81.0,"(217,)",,,
7,81.0,"(241,)",,,
14,81.0,"(200,)",,,
6,81.0,"(169,)",,,
55,81.0,"(214,)",,,
7,81.0,"(234,)",,,
11,81.0,"(187,)",,,
4,81.0,"(196,)",,,
10,81.0,"(197,)",,,
4,81.0,"(201,)",,,
5,81.0,"(215,)",,,
1,81.0,"(160,)",,,
3,81.0,"(167,)",,,
10,81.0,"(210,)",,,
3,81.0,"(211,)",,,
15,81.0,"(222,)",,,
17,81.0,"(252,)",,,
13,81.0,"(236,)",,,
13,81.0,"(225,)",,,
40,81.0,"(259,)",,,
13,81.0,"(208,)",,,
12,81.0,"(246,)",,,
18,81.0,"(248,)",,,
14,81.0,"(221,)",,,
4,81.0,"(742,)",,,
10,81.0,"(738,)",,,
3,81.0,"(60,)",,,
1,81.0,"(79,)",,,
12,81.0,"(88,)",,,
35,81.0,"(94,)",,,
8,81.0,"(92,)",,,
32,81.0,"(104,)",,,
4,81.0,"(86,)",,,
1,81.0,"(81,)",,,
8,81.0,"(61,)",,,
8,81.0,"(65,)",,,
2,81.0,"(624,)",,,
1,81.0,"(629,)",,,
3,81.0,"(633,)",,,
5,81.0,"(634,)",,,
4,81.0,"(625,)",,,
10,81.0,"(70,)",,,
1,81.0,"(71,)",,,
1,81.0,"(73,)",,,
28,81.0,"(409,)","(408,)",,
18,81.0,"(418,)",,,
8,81.0,"(415,)",,,
4,81.0,"(421,)",,,
3,81.0,"(122,)",,,
6,81.0,"(124,)","(123,)",,
6,81.0,"(118,)",,,
14,81.0,"(333,)",,,
8,81.0,"(323,)",,,
14,81.0,"(328,)",,,
4,81.0,"(320,)",,,
11,81.0,"(537,)",,,
7,81.0,"(538,)",,,
7,81.0,"(545,)",,,
18,81.0,"(572,)",,,
7,81.0,"(582,)",,,
14,81.0,"(554,)",,,
8,81.0,"(559,)",,,
11,81.0,"(552,)",,,
34,81.0,"(589,)",,,
7,81.0,"(596,)",,,
6,81.0,"(560,)",,,
28,81.0,"(558,)",,,
9,81.0,"(604,)",,,
2,81.0,"(612,)",,,
4,81.0,"(608,)",,,
8,81.0,"(609,)",,,
26,81.0,"(597,)",,,
6,81.0,"(610,)",,,
1,81.0,"(617,)",,,
9,81.0,"(606,)",,,
8,81.0,"(614,)",,,
9,81.0,"(600,)",,,
2,81.0,"(623,)",,,
4,81.0,"(522,)",,,
2,81.0,"(115,)",,,
9,81.0,"(113,)",,,
17,81.0,"(149,)",,,
8,81.0,"(504,)",,,
2,81.0,"(512,)",,,
3,81.0,"(513,)",,,
8,81.0,"(519,)",,,
2,81.0,"(517,)",,,
10,81.0,"(364,)",,,
22,81.0,"(340,)",,,
17,81.0,"(385,)",,,
17,81.0,"(367,)",,,
9,81.0,"(373,)",,,
2,81.0,"(369,)",,,
14,81.0,"(361,)",,,
4,81.0,"(376,)","(385, 681)",,
23,81.0,"(343,)",,,
4,81.0,"(347,)",,,
8,81.0,"(382,)",,,
7,81.0,"(383,)",,,
3,81.0,"(381,)",,,
6,81.0,"(389,)",,,
7,81.0,"(380,)",,,
12,81.0,"(358,)",,,
7,81.0,"(734,)",,,
9,81.0,"(295,)",,,
12,81.0,"(304,)",,,
5,81.0,"(302,)",,,
17,81.0,"(309,)",,,
2,81.0,"(761,)",,,
4,81.0,"(763,)",,,
4,81.0,"(314,)",,,
4,81.0,"(524,)",,,
12,81.0,"(523,)",,,
5,81.0,"(317,)",,,
17,81.0,"(318,)",,,
12,81.0,"(531,)",,,
5,81.0,"(530,)",,,
17,81.0,"(529,)",,,
14,81.0,"(662,)",,,
15,81.0,"(655,)",,,
3,215.0,"(25,)",,,
1,215.0,"(34,)",,,
2,215.0,"(38,)",,,
2,215.0,"(4,)",,,
2,215.0,"(693,)",,,
1,215.0,"(260,)",,,
1,215.0,"(278,)",,,
6,215.0,"(265,)",,,
2,215.0,"(214,)",,,
2,215.0,"(193,)",,,
2,215.0,"(197,)",,,
1,215.0,"(167,)",,,
2,215.0,"(256,)",,,
4,215.0,"(83,)",,,
2,215.0,"(91,)",,,
1,215.0,"(624,)",,,
1,215.0,"(633,)",,,
4,215.0,"(409,)","(408,)",,
1,215.0,"(581,)",,,
2,215.0,"(604,)",,,
1,215.0,"(598,)",,,
2,215.0,"(621,)",,,
1,215.0,"(522,)",,,
1,215.0,"(514,)",,,
4,215.0,"(362,)",,,
1,215.0,"(340,)",,,
1,215.0,"(366,)",,,
2,215.0,"(372,)",,,
1,215.0,"(361,)",,,
2,215.0,"(377,)","(386, 682)",,
1,215.0,"(343,)",,,
1,215.0,"(348,)",,,
6,215.0,"(318,)",,,
4,116.0,"(735,)",,,
6,116.0,"(758,)",,,
2,116.0,"(666,)",,,
4,116.0,"(422,)",,,
7,116.0,"(460,)",,,
2,116.0,"(466,)",,,
2,116.0,"(455,)",,,
4,116.0,"(481,)",,,
5,116.0,"(448,)","(447,)",,
2,116.0,"(443,)",,,
3,116.0,"(425,)",,,
1,116.0,"(429,)",,,
3,116.0,"(430,)",,,
3,116.0,"(432,)",,,
3,116.0,"(440,)",,,
7,116.0,"(476,)",,,
1,116.0,"(457,)",,,
1,116.0,"(500,)",,,
2,116.0,"(494,)",,,
3,116.0,"(741,)",,,
4,116.0,"(647,)",,,
1,116.0,"(35,)",,,
3,116.0,"(29,)",,,
3,116.0,"(47,)",,,
6,116.0,"(692,)","(691,)",,
3,116.0,"(712,)",,,
1,116.0,"(698,)",,,
1,116.0,"(701,)",,,
1,116.0,"(730,)",,,
2,116.0,"(66,)",,,
5,116.0,"(59,)",,,
2,116.0,"(272,)",,,
7,116.0,"(284,)",,,
6,116.0,"(274,)",,,
8,116.0,"(276,)",,,
4,116.0,"(277,)",,,
6,116.0,"(282,)",,,
1,116.0,"(288,)",,,
4,116.0,"(263,)","(262,)",,
4,116.0,"(218,)",,,
1,116.0,"(238,)",,,
5,116.0,"(199,)",,,
4,116.0,"(170,)",,,
2,116.0,"(212,)",,,
3,116.0,"(235,)",,,
2,116.0,"(195,)",,,
2,116.0,"(215,)",,,
1,116.0,"(259,)",,,
3,116.0,"(206,)",,,
4,116.0,"(87,)",,,
4,116.0,"(99,)",,,
2,116.0,"(86,)",,,
1,116.0,"(81,)",,,
2,116.0,"(61,)",,,
1,116.0,"(63,)",,,
1,116.0,"(627,)",,,
1,116.0,"(71,)",,,
1,116.0,"(77,)",,,
1,116.0,"(410,)",,,
3,116.0,"(419,)",,,
2,116.0,"(120,)",,,
1,116.0,"(127,)","(126,)",,
4,116.0,"(124,)","(123,)",,
2,116.0,"(118,)",,,
1,116.0,"(537,)",,,
7,116.0,"(573,)",,,
1,116.0,"(555,)",,,
1,116.0,"(587,)",,,
2,116.0,"(557,)",,,
1,116.0,"(594,)",,,
2,116.0,"(612,)",,,
1,116.0,"(610,)",,,
1,116.0,"(510,)",,,
1,116.0,"(519,)",,,
2,116.0,"(364,)",,,
6,116.0,"(387,)",,,
6,116.0,"(361,)",,,
3,116.0,"(350,)",,,
1,116.0,"(295,)",,,
4,116.0,"(298,)",,,
6,116.0,"(307,)",,,
1,116.0,"(763,)",,,
3,116.0,"(317,)",,,
1,116.0,"(531,)",,,
3,116.0,"(662,)",,,
2,116.0,"(661,)",,,
1,309.0,"(223,)",,,
1,176.0,"(752,)",,,
1,176.0,"(665,)",,,
2,176.0,"(432,)",,,
2,176.0,"(482,)",,,
